Total time (ms),ROCA counterexample time (ms),DFA counterexample time (ms),Learning DFA time (ms),Table time (ms),Finding descriptions (ms),Membership queries,Counter value queries,Partial equivalence queries,Equivalence queries,Rounds,Openness,Sigma-inconsistencies,Bottom-inconsistencies,Mismatches,Length longest cex,|R|,|S|,|? \ S|,"# of bin rows",Result alphabet size,Result ROCA size
17159,5323,35,11836,11019,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15135,5792,43,9343,9014,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16072,5343,31,10729,9976,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17272,5765,29,11507,10747,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17897,5659,46,12238,11472,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17619,6024,41,11596,10838,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16609,5649,29,10959,10226,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17357,5610,31,11747,10981,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17798,5484,40,12314,11410,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17516,5849,42,11667,10915,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15261,5434,30,9828,9523,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16949,5366,32,11583,10763,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17123,5708,41,11415,10583,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16097,5755,45,10342,10006,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15811,5281,33,10530,10219,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18173,5653,42,12519,11617,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17696,5633,41,12063,11244,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15218,5625,29,9592,9285,1,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16667,5379,29,11287,10534,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17296,5872,42,11424,10592,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17707,5570,30,12136,11238,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7082,5077,30,2005,1909,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17771,5783,42,11988,11158,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17998,5726,29,12272,11432,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17268,5592,29,11676,10931,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16616,5213,30,11404,10627,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17633,5827,42,11806,10973,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18128,5896,29,12230,11281,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17217,5571,31,11646,10903,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16885,5456,37,11428,10612,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17562,6099,40,11463,10630,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17909,5545,29,12363,11418,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17398,5721,31,11677,10934,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16651,5239,31,11411,10651,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17025,5611,40,11414,10583,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14736,5460,30,9276,8951,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17526,5793,31,11733,10976,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16497,5610,41,10887,10547,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18068,6107,31,11961,11225,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15183,5336,30,9847,9545,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7564,5486,29,2078,1982,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17650,5307,29,12342,11420,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17352,5362,41,11990,11161,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17116,5771,41,11345,10529,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17197,5876,43,11321,10523,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15119,5108,30,10011,9714,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17477,5738,30,11740,10976,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
19054,6197,181,12845,11694,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17636,5903,41,11734,10913,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17225,5107,30,12118,11368,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17622,5775,41,11848,11029,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16585,5607,41,10978,10229,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7176,5088,30,2088,1989,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17458,5899,40,11559,10809,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16804,5519,31,11285,10534,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17134,5591,32,11543,10781,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18019,5535,41,12484,11542,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17682,5929,42,11753,10920,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16390,5210,30,11180,10372,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16957,5231,30,11726,10978,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7107,5098,30,2009,1912,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7438,5264,30,2175,2077,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17561,5352,40,12209,11395,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17058,5393,40,11665,10831,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17180,5962,42,11217,10408,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17189,5679,43,11511,10740,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17450,5286,40,12163,11228,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17418,5540,41,11877,11059,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7216,5198,32,2018,1919,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17569,5387,41,12182,11281,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17612,5892,42,11720,10953,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17148,5915,42,11233,10467,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17039,5566,37,11473,10714,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17751,5509,43,12242,11291,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17484,5530,43,11942,11121,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15116,5260,30,9856,9552,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17146,5693,41,11453,10561,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17805,6006,41,11799,10957,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16538,5876,42,10662,10333,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17604,5323,43,12281,11354,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17595,5568,42,12027,11204,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17233,5928,44,11305,10479,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17455,5858,41,11596,10833,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17829,5627,40,12201,11314,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7713,5695,30,2019,1922,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
14820,5112,29,9707,9390,1,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17539,5683,42,11856,11021,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17843,5801,30,12042,11119,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17111,5497,30,11614,10869,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17131,5407,37,11724,10903,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16902,5676,44,11226,10387,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18270,5961,29,12309,11349,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17424,5632,30,11793,11055,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17000,5443,29,11556,10744,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17511,6151,41,11360,10508,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15346,5303,30,10044,9740,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17107,5649,41,11458,10640,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17861,5881,30,11980,11237,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17107,5631,30,11476,10729,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7533,5492,30,2042,1936,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17441,5437,29,12003,11262,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17326,5517,40,11808,10987,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7497,5467,29,2031,1935,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17588,5434,42,12154,11335,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17396,5594,41,11802,10973,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16766,5798,42,10969,10199,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17004,5586,42,11419,10658,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17591,5455,40,12135,11290,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17325,5757,30,11567,10823,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16525,5225,30,11300,10537,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17571,5546,30,12025,11214,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18095,5850,30,12246,11348,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17005,5462,30,11543,10804,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17225,5416,30,11810,11008,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17234,5860,44,11374,10538,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18221,6046,30,12175,11246,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17382,5492,30,11890,11142,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17088,5460,41,11627,10804,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7625,5608,30,2017,1920,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15738,5310,41,10427,10088,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17766,5895,40,11870,11052,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17146,5914,42,11232,10480,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16530,5639,30,10891,10138,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17723,5354,41,12369,11461,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17730,5883,42,11847,11071,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17298,5796,41,11502,10740,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16567,5741,31,10827,10077,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17060,5511,29,11548,10803,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17756,5577,41,12179,11423,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17507,5991,43,11515,10758,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7142,5090,30,2052,1955,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7549,5522,38,2026,1919,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16696,5476,30,11220,10399,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17517,6134,42,11383,10566,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17758,5837,30,11921,11177,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17273,5640,31,11634,10885,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16898,5483,34,11415,10599,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18382,5882,32,12499,11669,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17125,5923,42,11202,10390,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17291,5306,29,11984,11237,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17230,5529,40,11700,10882,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17102,5921,40,11180,10354,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16892,5784,41,11108,10321,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17628,5349,40,12279,11355,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7836,5818,30,2018,1921,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17285,5546,30,11738,10971,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18011,5711,40,12299,11422,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17235,5595,30,11640,10895,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16900,5470,30,11430,10650,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18087,6228,43,11859,11013,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18201,5675,39,12524,11619,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17544,5551,40,11993,11166,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7266,5256,30,2010,1913,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
19229,6471,40,12758,11818,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17575,5984,31,11591,10850,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16428,5483,30,10945,10142,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18034,6468,42,11566,10726,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17954,5712,29,12242,11338,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16016,5603,30,10413,10109,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17394,5492,41,11892,11071,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17313,5738,41,11575,10736,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14757,5095,30,9663,9363,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
14670,5244,29,9426,9124,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17916,6167,42,11749,10897,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18357,5785,193,12572,11645,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17987,5781,41,12206,11457,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17291,5829,34,11462,10716,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16471,5469,29,11002,10245,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17109,5596,29,11512,10760,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16202,5573,30,10629,10225,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18755,6499,41,12255,11442,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16905,5593,30,11313,10575,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16584,5352,30,11232,10482,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17717,5628,31,12089,11257,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7288,5262,31,2017,1918,9,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15322,5543,41,9779,9440,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17317,6019,42,11297,10481,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17141,5508,30,11632,10858,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16139,5410,30,10729,10401,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16367,5832,30,10535,10131,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17317,5201,30,12116,11361,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7365,5273,29,2093,1997,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16609,5403,41,11206,10461,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17931,5594,42,12337,11515,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17230,5744,44,11486,10678,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17215,6037,42,11179,10404,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16871,5555,41,11316,10559,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17493,6479,157,11013,10558,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17987,5646,41,12340,11541,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15943,5812,29,10131,9830,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17277,5568,30,11710,10968,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16561,5319,30,11243,10461,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17402,5779,41,11623,10785,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17919,5917,29,12001,11138,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17130,5465,30,11666,10924,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16590,5169,30,11421,10567,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7223,5206,29,2017,1920,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17286,5334,43,11953,11132,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16984,5802,30,11182,10375,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16895,5666,30,11229,10479,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7832,5823,29,2009,1913,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16495,5306,30,11190,10435,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17080,5510,30,11571,10820,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18039,5708,29,12330,11376,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17636,5924,30,11712,10966,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16805,5437,31,11367,10624,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17449,5554,30,11896,11066,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18167,5897,30,12271,11315,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17394,5521,41,11873,11052,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17352,5907,44,11445,10678,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16441,5613,29,10829,10083,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17183,5676,30,11507,10755,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18111,5692,43,12419,11631,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17127,5791,41,11335,10577,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15262,5618,29,9644,9339,1,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16747,5647,30,11101,10300,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17286,5787,41,11499,10676,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17904,5798,31,12106,11379,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16816,5397,30,11419,10677,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16988,5444,30,11543,10726,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17253,5636,41,11618,10786,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15882,5444,42,10438,10113,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7335,5253,30,2082,1985,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16870,5945,35,10923,10176,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7493,5406,29,2087,1991,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17226,5868,30,11358,10619,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7229,5169,30,2060,1964,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17811,5734,36,12077,11327,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18935,6453,30,12362,11546,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17149,6181,41,10967,10221,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7366,5367,30,2000,1903,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16704,5420,31,11284,10532,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17345,5680,41,11665,10828,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17882,5835,30,12047,11307,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7127,5102,30,2025,1928,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15671,5894,41,9777,9438,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7163,5153,30,2010,1912,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17226,5771,44,11455,10686,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16552,5648,29,10903,10186,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17680,5894,31,11785,11023,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17781,5424,40,12356,11533,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17258,5608,41,11651,10875,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17376,6076,41,11301,10469,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17569,6186,42,11383,10549,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7072,5051,30,2021,1920,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
6991,4947,29,2043,1946,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18103,5841,29,12262,11520,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17596,5990,30,11606,10857,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16456,5309,30,11146,10404,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17510,5818,30,11691,10860,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17890,5690,30,12200,11339,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
