Total time (ms),ROCA counterexample time (ms),DFA counterexample time (ms),Learning DFA time (ms),Table time (ms),Finding descriptions (ms),Membership queries,Counter value queries,Partial equivalence queries,Equivalence queries,Rounds,Openness,Sigma-inconsistencies,Bottom-inconsistencies,Mismatches,Length longest cex,|R|,|S|,|? \ S|,"# of bin rows",Result alphabet size,Result ROCA size
17476,5860,30,11616,10878,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16502,5402,30,11099,10273,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17244,5817,30,11427,10598,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18155,5887,30,12268,11325,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17557,5806,30,11751,11009,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16387,5249,31,11138,10392,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7744,5688,32,2057,1952,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17046,5354,30,11693,10954,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17003,5499,41,11504,10680,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17207,5808,43,11399,10559,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16051,5536,41,10514,10189,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17503,5445,178,12058,11168,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17794,5459,40,12334,11510,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17304,5823,41,11481,10710,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17050,5770,29,11279,10534,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16785,5307,29,11478,10716,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18207,5623,40,12584,11779,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17155,5653,42,11502,10749,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16334,5362,29,10971,10229,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17053,5484,30,11569,10811,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7330,5288,30,2043,1946,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16683,5323,31,11360,10544,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17781,5740,42,12041,11210,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17905,5805,29,12100,11241,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16935,5280,30,11655,10917,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16948,5635,42,11313,10408,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7247,5248,30,1999,1902,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7542,5527,30,2015,1917,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15624,5352,29,10272,9965,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7450,5437,30,2013,1916,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16982,5238,30,11744,10926,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16970,5620,40,11351,10521,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7309,5295,30,2014,1916,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17552,5614,42,11938,11104,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17064,5671,42,11394,10573,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16984,5773,41,11211,10389,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17501,5398,29,12102,11235,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17195,5298,40,11898,11077,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16654,5680,41,10974,10090,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17127,5611,30,11517,10765,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15944,5508,30,10436,10134,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7328,5309,30,2019,1922,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16783,5301,30,11482,10663,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17969,5894,41,12076,11242,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18104,5811,30,12293,11400,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17511,5831,30,11679,10933,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17684,5876,42,11809,10974,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17465,6018,41,11447,10615,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18047,5852,29,12194,11278,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17449,5654,30,11796,11053,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16601,5208,29,11393,10576,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7298,5290,30,2008,1911,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17367,5383,41,11984,11169,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17307,5725,41,11582,10748,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16435,5653,41,10782,9994,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17128,5613,42,11515,10776,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17589,5494,40,12096,11267,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17349,5718,30,11631,10887,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16678,5509,30,11169,10441,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17611,5480,30,12130,11367,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17797,5720,29,12077,11250,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7199,5187,30,2012,1916,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17757,6066,41,11692,10867,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17895,5717,29,12177,11439,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17203,5669,30,11534,10795,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16591,5394,31,11198,10383,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7534,5517,30,2018,1922,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17116,5287,35,11829,11020,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7566,5405,29,2162,2064,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
8647,6222,30,2426,2152,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16212,5515,42,10697,10367,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17735,5934,31,11801,11049,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15075,5215,30,9860,9560,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17247,5504,41,11741,10912,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16996,6027,42,10969,10158,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17032,5657,42,11375,10613,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17526,5431,40,12095,11271,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17412,5597,41,11815,10993,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17775,6225,41,11546,10697,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17255,5892,44,11363,10571,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17523,5293,42,12230,11328,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17438,5500,41,11937,11115,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17071,5897,41,11174,10261,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17292,6015,41,11277,10444,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17538,5453,29,12085,11149,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17444,5272,41,12172,11349,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17051,5540,42,11511,10676,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7197,5187,29,2011,1914,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17693,5578,41,12114,11294,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17155,5759,42,11396,10629,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14638,5202,30,9436,9137,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17312,5439,30,11873,11044,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17495,5805,41,11689,10881,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18058,5897,30,12162,11426,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16704,5383,30,11320,10583,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16614,5607,31,11008,10243,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17826,5846,41,11980,11154,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7421,5398,33,2023,1923,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16686,5422,41,11264,10451,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17057,6071,42,10987,10160,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17984,5772,30,12212,11471,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16871,5498,30,11372,10630,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16916,5462,30,11454,10633,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17651,5746,42,11905,11073,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7277,5276,29,2001,1905,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16895,5538,42,11357,10531,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17642,5805,41,11837,11002,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17411,5438,29,11972,11094,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17259,5418,41,11841,11019,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17102,5896,42,11206,10355,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17061,5668,31,11393,10636,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17723,5368,40,12355,11432,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17381,5635,42,11746,10993,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16611,5461,30,11150,10410,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17931,6299,45,11631,10827,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16354,5343,143,11011,10146,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17115,5207,30,11908,11170,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16880,5399,41,11482,10653,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7079,5077,30,2002,1905,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17728,5736,42,11992,11250,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17912,6346,42,11566,10736,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16526,5533,30,10994,10262,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16003,5697,44,10306,9971,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18142,5873,44,12269,11421,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16758,6006,30,10753,10423,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18187,6062,41,12125,11307,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17595,5914,42,11682,10929,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16375,5356,30,11019,10280,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18038,5857,30,12181,11350,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18615,6246,40,12369,11420,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7692,5683,31,2010,1913,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18091,5857,41,12233,11392,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15926,5162,111,10764,10375,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17847,5474,43,12373,11559,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7389,5392,30,1998,1901,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17068,5564,31,11504,10754,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17757,5645,30,12112,11382,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15433,5483,29,9950,9647,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16737,5273,30,11464,10729,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16929,5634,41,11295,10482,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7085,5068,29,2017,1921,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17289,5625,41,11664,10839,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16807,5719,40,11088,10282,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16559,5333,31,11226,10483,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15982,5429,30,10554,10249,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18083,5944,30,12139,11282,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17554,5912,31,11642,10902,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16609,5230,30,11378,10647,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7196,5186,30,2011,1914,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17554,5640,42,11913,11090,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7168,5079,122,2089,1901,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17670,5468,41,12202,11303,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17226,5654,41,11573,10826,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16709,5450,30,11260,10523,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17016,5631,30,11386,10632,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17827,5691,31,12136,11246,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17327,5753,30,11574,10839,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16844,5485,30,11359,10624,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17562,6058,40,11504,10679,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17705,5610,29,12095,11156,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17449,5441,30,12009,11222,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15652,5836,42,9817,9486,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18128,5841,31,12288,11334,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17001,5786,41,11216,10403,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17375,5195,30,12180,11369,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17671,5849,43,11822,10999,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16934,5857,42,11077,10265,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16865,5559,31,11307,10556,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16202,5490,30,10712,10397,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18101,5828,31,12274,11436,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16981,5463,29,11518,10778,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16820,5204,31,11616,10862,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17239,5896,42,11343,10516,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7100,5103,30,1998,1901,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17037,5631,41,11406,10590,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16826,5840,42,10986,10158,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17540,5491,30,12047,11171,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17556,5682,41,11874,11048,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17041,5871,41,11169,10334,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17144,5735,43,11409,10652,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17685,5477,41,12209,11308,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17719,5710,40,12009,11197,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16924,5822,41,11101,10352,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16477,5418,30,11059,10311,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17273,5970,41,11304,10473,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17697,5893,30,11803,11070,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16781,5386,30,11396,10655,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16488,5447,41,11041,10246,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7324,5324,30,2000,1903,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16993,5370,41,11624,10809,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17158,5840,41,11318,10541,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17279,5444,43,11835,11073,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17994,5643,41,12352,11464,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17606,5916,43,11691,10921,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7254,5186,30,2067,1971,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18071,5787,41,12284,11539,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15903,5818,31,10086,9782,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15257,5192,30,10065,9761,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15988,5667,41,10321,9993,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17318,5848,44,11470,10714,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16360,5577,30,10783,10063,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15215,5428,30,9787,9488,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17620,6106,42,11514,10693,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17890,5565,40,12326,11522,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7369,5350,31,2019,1920,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17100,5597,31,11503,10749,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18096,5928,41,12168,11424,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17976,6298,40,11678,10936,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7214,5155,30,2059,1961,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7323,5315,30,2009,1911,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16601,5332,31,11269,10439,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17249,5855,45,11394,10577,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7330,5306,32,2024,1922,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17216,5885,41,11331,10486,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17361,5912,45,11449,10625,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17168,5279,29,11889,11152,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17333,5747,42,11586,10769,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17027,5940,41,11088,10278,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17377,5681,31,11696,10951,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17831,5432,41,12399,11485,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17627,5817,43,11810,11056,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7543,5532,30,2011,1913,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18020,5806,30,12214,11366,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17659,6032,29,11628,10887,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16698,5354,30,11344,10588,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17734,5812,41,11923,11086,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18271,6031,30,12240,11321,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7023,5001,30,2022,1925,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16033,5748,42,10286,9945,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17172,5432,30,11740,11000,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17424,5359,31,12065,11217,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17034,5484,31,11550,10815,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16951,5667,30,11285,10479,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17850,5952,43,11897,11051,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18308,5988,30,12321,11396,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7266,5217,34,2049,1944,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17323,6053,42,11270,10442,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17519,5449,30,12070,11240,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17343,5458,40,11886,11064,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17125,5971,42,11155,10303,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16711,5519,31,11192,10440,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18145,5696,42,12450,11552,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17798,6100,30,11698,10961,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16618,5387,30,11231,10469,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16896,5666,30,11231,10435,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17012,5838,151,11175,10245,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7238,5211,33,2028,1927,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17804,5985,43,11819,10983,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17652,5812,172,11841,10876,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17239,5374,30,11865,11129,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17762,6009,41,11753,10926,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16876,5934,30,10942,10227,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15812,5410,30,10402,10096,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
